propulso_id	lat	lng	delta_time	date	time
01f5669620394c3	46.340660	-72.540000	1531	2023-06-09	18:04:44
c63177a9763010e	46.340520	-72.604000	1608	2023-06-09	18:07:51
01f5669620394c3	46.370560	-72.559620	1319	2023-06-09	18:08:16
c63177a9763010e	46.372720	-72.679870	1508	2023-06-09	18:09:31
01f5669620394c3	46.340660	-72.540000	1222	2023-06-09	18:09:53
01f5669620394c3	46.370560	-72.559620	1215	2023-06-09	18:10:00
c63177a9763010e	46.372720	-72.679870	1427	2023-06-09	18:10:52
01f5669620394c3	46.340660	-72.540000	1154	2023-06-09	18:11:01
c63177a9763010e	46.193001	-73.114899	1416	2023-06-09	18:11:03
c63177a9763010e	46.340520	-72.604000	1333	2023-06-09	18:12:26
01f5669620394c3	46.370560	-72.559620	1028	2023-06-09	18:13:07
cb411ab8683a2a4	46.352867	-72.542770	1233	2023-06-09	18:13:39
c63177a9763010e	46.340520	-72.604000	976	2023-06-09	18:18:23
6bf8edeac5e1095	46.372720	-72.679870	1712	2023-06-09	18:18:37
c63177a9763010e	46.372720	-72.679870	909	2023-06-09	18:19:30
c63177a9763010e	46.340520	-72.604000	875	2023-06-09	18:20:04
6bf8edeac5e1095	46.372720	-72.679870	1586	2023-06-09	18:20:43
01f5669620394c3	46.340660	-72.540000	185	2023-06-09	18:27:10
167cfa32bd06816	46.328040	-72.609490	449	2023-06-09	18:27:37
c63177a9763010e	46.340520	-72.604000	358	2023-06-09	18:28:41
167cfa32bd06816	46.328040	-72.609490	371	2023-06-09	18:28:55
01f5669620394c3	46.340660	-72.540000	69	2023-06-09	18:29:06
c63177a9763010e	46.372720	-72.679870	332	2023-06-09	18:29:07
01f5669620394c3	46.340660	-72.540000	0	2023-06-09	18:30:15
c63177a9763010e	46.372720	-72.679870	236	2023-06-09	18:30:43
c63177a9763010e	46.340520	-72.604000	211	2023-06-09	18:31:08
167cfa32bd06816	46.311530	-72.692460	92	2023-06-09	18:33:34
cb411ab8683a2a4	46.352867	-72.542770	0	2023-06-09	18:34:12
cb411ab8683a2a4	46.352867	-72.542770	0	2023-06-09	18:36:07
c63177a9763010e	46.340520	-72.604000	-77	2023-06-09	18:36:37
c63177a9763010e	46.372720	-72.679870	-223	2023-06-09	18:39:03
c63177a9763010e	46.372720	-72.679870	-287	2023-06-09	18:40:07
6bf8edeac5e1095	46.372720	-72.679870	360	2023-06-09	18:41:09
c63177a9763010e	46.340520	-72.604000	-465	2023-06-09	18:43:05
c63177a9763010e	46.372720	-72.679870	-641	2023-06-09	18:46:01
6bf8edeac5e1095	46.349370	-72.538080	0	2023-06-09	18:47:09
6bf8edeac5e1095	46.372720	-72.679870	-59	2023-06-09	18:48:08
c63177a9763010e	46.340520	-72.604000	-844	2023-06-09	18:49:24
94d42a7a6440906	46.346930	-72.543530	0	2023-06-09	18:49:45
c63177a9763010e	46.340520	-72.604000	-929	2023-06-09	18:50:49
6bf8edeac5e1095	46.372720	-72.679870	369	2023-06-09	18:54:07
6bf8edeac5e1095	46.372720	-72.679870	173	2023-06-09	18:57:23
c63177a9763010e	46.372720	-72.679870	-1369	2023-06-09	18:58:09
c63177a9763010e	46.340520	-72.604000	-1425	2023-06-09	18:59:05
c63177a9763010e	46.372720	-72.679870	-1494	2023-06-09	19:00:14
6bf8edeac5e1095	46.349370	-72.538080	0	2023-06-09	19:00:16
c63177a9763010e	46.372720	-72.679870	-1571	2023-06-09	19:01:31
c63177a9763010e	46.340520	-72.604000	-1683	2023-06-09	19:03:23
402695aa40121ca	46.341553	-72.539190	0	2023-06-09	19:11:48
6bf8edeac5e1095	46.372720	-72.679870	-831	2023-06-09	19:14:07
fa115083d2edef9	25.845960	-80.198840	-1231	2023-06-09	19:17:14
d080a145291f028	46.352867	-72.542770	0	2023-06-09	19:18:04
fa115083d2edef9	25.845960	-80.198840	-1287	2023-06-09	19:18:10
62854b584e94538	46.341232	-72.541920	0	2023-06-09	19:20:01
b2e614e3de277c4	46.337520	-72.549810	0	2023-06-09	19:21:49
2730d2dd8bd81fd	46.342072	-72.542330	0	2023-06-09	19:22:17
b9dea7bc7f85b9e	46.340187	-72.550779	0	2023-06-09	19:32:57
b9dea7bc7f85b9e	46.340187	-72.550779	0	2023-06-09	19:33:17
b960ba25b64a9bf	46.219940	-71.376250	-1004	2023-06-09	19:40:35
b960ba25b64a9bf	46.219940	-71.376250	-1030	2023-06-09	19:41:01
01f5669620394c3	46.340660	-72.540000	0	2023-06-09	19:50:00
257539999fb67bb	46.332700	-72.572470	-69	2023-06-09	19:51:33
8668c1b0380494c	45.718430	-73.660580	-143	2023-06-09	19:56:55
01f5669620394c3	46.340660	-72.540000	0	2023-06-09	19:59:02
fe7d9caa65aa413	46.311530	-72.692460	1494	2023-06-09	19:59:08
931f192516cbe5d	46.309540	-72.582271	364	2023-06-09	20:00:02
f7f859e13ced525	46.347479	-72.539746	0	2023-06-09	20:00:08
ece3c3dca17f934	46.342240	-72.536980	0	2023-06-09	20:00:08
ece3c3dca17f934	46.342240	-72.536990	0	2023-06-09	20:00:08
f7f859e13ced525	46.347415	-72.539803	0	2023-06-09	20:00:09
ece3c3dca17f934	46.343098	-72.536730	0	2023-06-09	20:00:10
ece3c3dca17f934	46.343098	-72.536720	0	2023-06-09	20:00:10
ece3c3dca17f934	46.343099	-72.536724	0	2023-06-09	20:00:10
8668c1b0380494c	45.700010	-73.647310	-342	2023-06-09	20:00:14
8668c1b0380494c	45.700012	-73.647300	-342	2023-06-09	20:00:14
8668c1b0380494c	45.700014	-73.647301	-342	2023-06-09	20:00:14
ece3c3dca17f934	46.342930	-72.537130	0	2023-06-09	20:00:14
ece3c3dca17f934	46.343160	-72.536710	0	2023-06-09	20:00:16
ece3c3dca17f934	46.342170	-72.536920	0	2023-06-09	20:00:18
ece3c3dca17f934	46.342170	-72.536930	0	2023-06-09	20:00:18
c9df3b3034b1d1b	46.358493	-72.590629	868	2023-06-09	20:00:19
ece3c3dca17f934	46.342930	-72.537092	0	2023-06-09	20:00:19
ece3c3dca17f934	46.342930	-72.537094	0	2023-06-09	20:00:19
8668c1b0380494c	45.700020	-73.647310	-351	2023-06-09	20:00:23
ece3c3dca17f934	46.342940	-72.537140	0	2023-06-09	20:00:23
ece3c3dca17f934	46.342980	-72.537110	0	2023-06-09	20:00:23
b2f1c209e8bee67	46.349202	-72.541327	0	2023-06-09	20:00:24
429f62e672c5bd8	46.786973	-71.312320	-1727	2023-06-09	20:00:24
b1448cf6a83a2ca	46.340568	-72.545021	0	2023-06-09	20:00:25
ece3c3dca17f934	46.343090	-72.536720	0	2023-06-09	20:00:25
ece3c3dca17f934	46.342185	-72.536915	0	2023-06-09	20:00:28
ece3c3dca17f934	46.342170	-72.536930	0	2023-06-09	20:00:28
ece3c3dca17f934	46.342180	-72.536940	0	2023-06-09	20:00:28
ece3c3dca17f934	46.342186	-72.536920	0	2023-06-09	20:00:28
ece3c3dca17f934	46.342940	-72.537100	0	2023-06-09	20:00:29
f7f859e13ced525	46.346579	-72.540552	0	2023-06-09	20:00:30
79439c5ae21ed28	46.347649	-72.548282	0	2023-06-09	20:00:32
b1448cf6a83a2ca	46.340570	-72.544990	0	2023-06-09	20:00:35
50ce933fa0577cb	46.345546	-72.576950	-1081	2023-06-09	20:00:41
e36aecbd7eccc20	46.346753	-72.540757	0	2023-06-09	20:00:44
931f192516cbe5d	46.312072	-72.577722	319	2023-06-09	20:00:47
d086f0665c7e0a2	46.348847	-72.548640	0	2023-06-09	20:00:47
d086f0665c7e0a2	46.348836	-72.548642	0	2023-06-09	20:00:48
ece3c3dca17f934	46.342237	-72.536972	0	2023-06-09	20:00:58
ece3c3dca17f934	46.342236	-72.536970	0	2023-06-09	20:00:58
7b60da3b48c491d	46.342090	-72.543092	0	2023-06-09	20:00:59
6a778fab861512d	46.343171	-72.545835	0	2023-06-09	20:00:59
ece3c3dca17f934	46.343090	-72.536700	0	2023-06-09	20:00:59
ece3c3dca17f934	46.342220	-72.536920	0	2023-06-09	20:01:03
8668c1b0380494c	45.718430	-73.660580	-392	2023-06-09	20:01:04
d23ce33c9e6bfd7	46.339820	-72.541290	0	2023-06-09	20:01:06
d22c0b2a61c4281	46.351810	-72.634720	-622	2023-06-09	20:01:07
d22c0b2a61c4281	46.351810	-72.634710	-622	2023-06-09	20:01:07
102afb9783fd990	46.337403	-72.547776	0	2023-06-09	20:01:07
931f192516cbe5d	46.312060	-72.577690	298	2023-06-09	20:01:08
f7c8c20ae151d82	46.724832	-72.563131	-1485	2023-06-09	20:01:14
d23ce33c9e6bfd7	46.339830	-72.541270	0	2023-06-09	20:01:19
d23ce33c9e6bfd7	46.339840	-72.541290	0	2023-06-09	20:01:19
3cb18db3f33d518	46.347155	-72.545014	0	2023-06-09	20:01:19
d23ce33c9e6bfd7	46.339840	-72.541280	0	2023-06-09	20:01:29
d23ce33c9e6bfd7	46.339830	-72.541290	0	2023-06-09	20:01:29
102afb9783fd990	46.337008	-72.547688	0	2023-06-09	20:01:31
d23ce33c9e6bfd7	46.339830	-72.541240	0	2023-06-09	20:01:32
102afb9783fd990	46.337008	-72.547688	0	2023-06-09	20:01:32
7b60da3b48c491d	46.342145	-72.543027	0	2023-06-09	20:01:33
fc34b2e7537ac22	46.343414	-72.543760	0	2023-06-09	20:01:35
b1448cf6a83a2ca	46.340654	-72.545278	0	2023-06-09	20:01:39
d23ce33c9e6bfd7	46.339840	-72.541230	0	2023-06-09	20:01:41
79439c5ae21ed28	46.352010	-72.546230	-69	2023-06-09	20:01:41
79439c5ae21ed28	46.351680	-72.546760	65	2023-06-09	20:01:46
ece3c3dca17f934	46.342210	-72.536920	0	2023-06-09	20:01:54
d23ce33c9e6bfd7	46.339810	-72.541290	0	2023-06-09	20:01:56
931f192516cbe5d	46.317030	-72.569890	248	2023-06-09	20:01:58
931f192516cbe5d	46.316149	-72.570469	245	2023-06-09	20:02:01
79439c5ae21ed28	46.351640	-72.546737	49	2023-06-09	20:02:02
79439c5ae21ed28	46.352026	-72.546222	45	2023-06-09	20:02:06
931f192516cbe5d	46.316707	-72.570083	240	2023-06-09	20:02:06
931f192516cbe5d	46.317008	-72.569869	237	2023-06-09	20:02:09
931f192516cbe5d	46.316740	-72.570060	236	2023-06-09	20:02:10
931f192516cbe5d	46.317265	-72.569740	235	2023-06-09	20:02:11
931f192516cbe5d	46.317480	-72.569568	233	2023-06-09	20:02:13
931f192516cbe5d	46.318830	-72.568660	230	2023-06-09	20:02:16
931f192516cbe5d	46.317823	-72.569311	230	2023-06-09	20:02:16
931f192516cbe5d	46.318381	-72.568924	225	2023-06-09	20:02:21
931f192516cbe5d	46.318595	-72.568753	223	2023-06-09	20:02:23
b2f1c209e8bee67	46.350018	-72.542448	0	2023-06-09	20:02:25
931f192516cbe5d	46.318853	-72.568624	221	2023-06-09	20:02:25
931f192516cbe5d	46.316130	-72.570480	220	2023-06-09	20:02:26
931f192516cbe5d	46.319196	-72.568367	218	2023-06-09	20:02:28
01f5669620394c3	46.340660	-72.540000	0	2023-06-09	20:02:29
931f192516cbe5d	46.320090	-72.567680	216	2023-06-09	20:02:30
931f192516cbe5d	46.319411	-72.568195	216	2023-06-09	20:02:30
931f192516cbe5d	46.319797	-72.567937	213	2023-06-09	20:02:33
fe7d9caa65aa413	46.311530	-72.692460	1289	2023-06-09	20:02:33
931f192516cbe5d	46.320140	-72.567680	210	2023-06-09	20:02:36
102afb9783fd990	46.337393	-72.547763	0	2023-06-09	20:02:38
58860958289615b	46.351218	-72.543851	0	2023-06-09	20:02:38
931f192516cbe5d	46.320484	-72.567465	207	2023-06-09	20:02:39
931f192516cbe5d	46.320956	-72.567122	203	2023-06-09	20:02:43
4c936a1ee8c7fa9	46.339281	-72.551501	0	2023-06-09	20:02:43
085a6ac6917b3fe	46.401440	-72.583260	557	2023-06-09	20:02:44
6f68214ed0b4982	46.341759	-72.541074	0	2023-06-09	20:02:45
931f192516cbe5d	46.321170	-72.566950	201	2023-06-09	20:02:45
6f68214ed0b4982	46.341783	-72.541101	0	2023-06-09	20:02:47
6f68214ed0b4982	46.341800	-72.541121	0	2023-06-09	20:02:47
931f192516cbe5d	46.322020	-72.566370	199	2023-06-09	20:02:47
931f192516cbe5d	46.321514	-72.566693	198	2023-06-09	20:02:48
931f192516cbe5d	46.321771	-72.566521	196	2023-06-09	20:02:50
931f192516cbe5d	46.318610	-72.568730	196	2023-06-09	20:02:50
79439c5ae21ed28	46.351297	-72.542746	0	2023-06-09	20:02:51
931f192516cbe5d	46.320670	-72.567240	194	2023-06-09	20:02:52
931f192516cbe5d	46.321986	-72.566350	194	2023-06-09	20:02:52
085a6ac6917b3fe	46.401422	-72.583301	548	2023-06-09	20:02:53
4c936a1ee8c7fa9	46.339300	-72.551530	0	2023-06-09	20:02:54
79439c5ae21ed28	46.350911	-72.542317	0	2023-06-09	20:02:55
931f192516cbe5d	46.319380	-72.568240	191	2023-06-09	20:02:55
931f192516cbe5d	46.322629	-72.565877	188	2023-06-09	20:02:58
931f192516cbe5d	46.322973	-72.565620	185	2023-06-09	20:03:01
931f192516cbe5d	46.323316	-72.565320	182	2023-06-09	20:03:04
79439c5ae21ed28	46.349881	-72.541072	0	2023-06-09	20:03:08
7666e111eb53f51	46.357734	-72.587464	-704	2023-06-09	20:03:09
79439c5ae21ed28	46.349666	-72.540815	0	2023-06-09	20:03:10
b1448cf6a83a2ca	46.339400	-72.545790	0	2023-06-09	20:03:17
3cb18db3f33d518	46.347155	-72.545003	0	2023-06-09	20:03:20
79439c5ae21ed28	46.349680	-72.540850	0	2023-06-09	20:03:29
931f192516cbe5d	46.327740	-72.559400	152	2023-06-09	20:03:34
b1448cf6a83a2ca	46.339366	-72.545836	0	2023-06-09	20:03:36
085a6ac6917b3fe	46.398847	-72.578881	503	2023-06-09	20:03:38
68ac83f2c1e44d7	46.341970	-72.541480	0	2023-06-09	20:03:46
931f192516cbe5d	46.327779	-72.559397	137	2023-06-09	20:03:49
d23ce33c9e6bfd7	46.339780	-72.541250	0	2023-06-09	20:04:04
d23ce33c9e6bfd7	46.339770	-72.541240	0	2023-06-09	20:04:04
68ac83f2c1e44d7	46.341984	-72.541459	0	2023-06-09	20:04:06
49cee1d7599209c	46.343572	-72.541416	0	2023-06-09	20:04:09
b1448cf6a83a2ca	46.334989	-72.548668	-44	2023-06-09	20:04:20
7b1fd7de85ac569	46.342201	-72.537019	0	2023-06-09	20:04:22
d23ce33c9e6bfd7	46.339780	-72.541260	0	2023-06-09	20:04:24
085a6ac6917b3fe	46.403868	-72.576692	457	2023-06-09	20:04:24
969381f2d9195b7	46.336720	-72.547610	0	2023-06-09	20:04:25
01f5669620394c3	46.370560	-72.559620	106	2023-06-09	20:04:26
b2f1c209e8bee67	46.350436	-72.542876	0	2023-06-09	20:04:27
969381f2d9195b7	46.336706	-72.547638	0	2023-06-09	20:04:28
931f192516cbe5d	46.331556	-72.553647	92	2023-06-09	20:04:34
b1448cf6a83a2ca	46.334002	-72.550685	-64	2023-06-09	20:04:40
f88c566f1e24412	46.339324	-72.551458	740	2023-06-09	20:04:41
d23ce33c9e6bfd7	46.339770	-72.541240	0	2023-06-09	20:04:53
b1448cf6a83a2ca	46.331213	-72.554376	-79	2023-06-09	20:04:55
931f192516cbe5d	46.331520	-72.553630	69	2023-06-09	20:04:57
b9bcd4ea63eeded	46.340911	-72.547252	0	2023-06-09	20:05:01
085a6ac6917b3fe	46.402581	-72.571929	412	2023-06-09	20:05:09
503433c2ca0190f	46.067111	-73.490918	-612	2023-06-09	20:05:09
9b7c8128585fb40	46.358893	-72.589223	1757	2023-06-09	20:05:10
9b7c8128585fb40	46.358890	-72.589200	1751	2023-06-09	20:05:16
931f192516cbe5d	46.334302	-72.549183	46	2023-06-09	20:05:20
3cb18db3f33d518	46.347160	-72.545281	0	2023-06-09	20:05:21
97d4d1588e90c87	46.493690	-72.831180	-1177	2023-06-09	20:05:24
b1448cf6a83a2ca	46.327380	-72.560550	-113	2023-06-09	20:05:29
487f321a391ad5d	46.346533	-72.538927	0	2023-06-09	20:05:36
01f5669620394c3	46.363300	-72.614304	32	2023-06-09	20:05:40
e473b370ba93e6b	46.364523	-72.577520	1772	2023-06-09	20:05:42
e473b370ba93e6b	46.364526	-72.577518	1771	2023-06-09	20:05:43
b1448cf6a83a2ca	46.327350	-72.560599	-129	2023-06-09	20:05:45
9b7c8128585fb40	46.363000	-72.594770	1717	2023-06-09	20:05:50
9b7c8128585fb40	46.363013	-72.594802	1712	2023-06-09	20:05:55
085a6ac6917b3fe	46.396530	-72.563045	366	2023-06-09	20:05:55
79439c5ae21ed28	46.348710	-72.540300	0	2023-06-09	20:06:00
d086f0665c7e0a2	46.348836	-72.548642	0	2023-06-09	20:06:00
b40a7c7754582ea	46.340911	-72.547810	0	2023-06-09	20:06:02
d23ce33c9e6bfd7	46.339750	-72.541250	0	2023-06-09	20:06:03
d23ce33c9e6bfd7	46.339750	-72.541260	0	2023-06-09	20:06:03
b40a7c7754582ea	46.340930	-72.547780	0	2023-06-09	20:06:03
931f192516cbe5d	46.336920	-72.545965	0	2023-06-09	20:06:06
f7f859e13ced525	46.338687	-72.546140	0	2023-06-09	20:06:07
01f5669620394c3	46.340660	-72.540000	0	2023-06-09	20:06:12
79439c5ae21ed28	46.348722	-72.540257	0	2023-06-09	20:06:14
7b60da3b48c491d	46.342441	-72.543423	0	2023-06-09	20:06:27
6ac6470c40d5837	46.347791	-72.535754	0	2023-06-09	20:06:32
79439c5ae21ed28	46.348722	-72.540300	0	2023-06-09	20:06:36
79439c5ae21ed28	46.348765	-72.540343	0	2023-06-09	20:06:37
9b7c8128585fb40	46.366575	-72.599523	1667	2023-06-09	20:06:40
085a6ac6917b3fe	46.391680	-72.555878	320	2023-06-09	20:06:41
e58836a3e34443e	46.350970	-72.541110	0	2023-06-09	20:06:45
9b7c8128585fb40	46.366520	-72.599510	1658	2023-06-09	20:06:49
b1448cf6a83a2ca	46.327136	-72.561028	-196	2023-06-09	20:06:52
d23ce33c9e6bfd7	46.339760	-72.541260	0	2023-06-09	20:06:54
4eb4882fe318624	46.347510	-72.540420	0	2023-06-09	20:06:58
4eb4882fe318624	46.347520	-72.540472	0	2023-06-09	20:07:00
9df0fbd07a1bf1d	46.346510	-72.534790	0	2023-06-09	20:07:00
b1448cf6a83a2ca	46.327136	-72.560942	-207	2023-06-09	20:07:03
b0b7c2760246782	46.342469	-72.546895	0	2023-06-09	20:07:14
b1448cf6a83a2ca	46.327093	-72.560942	-228	2023-06-09	20:07:24
9b7c8128585fb40	46.370437	-72.606046	1622	2023-06-09	20:07:25
e30345827703d32	46.351254	-72.542875	0	2023-06-09	20:07:26
7c6ea2908fea81e	46.343272	-72.540257	0	2023-06-09	20:07:29
770fcc08eb56183	46.343186	-72.545621	0	2023-06-09	20:07:38
c6c091ae1e899e0	46.351254	-72.544119	0	2023-06-09	20:07:40
b1448cf6a83a2ca	46.327136	-72.560899	-258	2023-06-09	20:07:54
9b7c8128585fb40	46.373785	-72.611883	1577	2023-06-09	20:08:10
e473b370ba93e6b	46.364526	-72.577518	1620	2023-06-09	20:08:14
137a0f8fa02c4da	46.363066	-72.530669	-743	2023-06-09	20:08:16
137a0f8fa02c4da	46.363060	-72.530670	-743	2023-06-09	20:08:16
137a0f8fa02c4da	46.363068	-72.530670	-743	2023-06-09	20:08:16
7b1fd7de85ac569	46.342197	-72.536946	0	2023-06-09	20:08:22
b2f1c209e8bee67	46.350437	-72.542909	0	2023-06-09	20:08:25
137a0f8fa02c4da	46.363050	-72.530660	-753	2023-06-09	20:08:26
5e1dec82681db1b	46.339630	-72.551590	5	2023-06-09	20:08:30
6ac6470c40d5837	46.347791	-72.535754	0	2023-06-09	20:08:32
5e1dec82681db1b	46.339667	-72.551587	0	2023-06-09	20:08:35
e36aecbd7eccc20	46.346753	-72.540757	0	2023-06-09	20:08:44
4c936a1ee8c7fa9	46.338980	-72.549698	0	2023-06-09	20:08:49
b1448cf6a83a2ca	46.327350	-72.560856	-318	2023-06-09	20:08:54
9b7c8128585fb40	46.375802	-72.614801	1532	2023-06-09	20:08:55
085a6ac6917b3fe	46.378591	-72.546136	182	2023-06-09	20:08:59
5c17673f879ffe3	46.345406	-72.561670	868	2023-06-09	20:09:02
969381f2d9195b7	46.336663	-72.547638	0	2023-06-09	20:09:03
4471dfd8ba069ff	46.345120	-72.547710	106	2023-06-09	20:09:03
7b60da3b48c491d	46.342145	-72.543027	0	2023-06-09	20:09:05
01f5669620394c3	46.370560	-72.559620	73	2023-06-09	20:09:05
9ce498c180e6b68	46.337872	-72.544341	0	2023-06-09	20:09:09
fed42b432559df5	46.341060	-72.550930	0	2023-06-09	20:09:09
d22c0b2a61c4281	46.416640	-72.733090	-1106	2023-06-09	20:09:11
7666e111eb53f51	46.357477	-72.587292	-1068	2023-06-09	20:09:13
137a0f8fa02c4da	46.363070	-72.526530	-802	2023-06-09	20:09:15
137a0f8fa02c4da	46.363070	-72.526540	-802	2023-06-09	20:09:15
d092fcd6aba6a88	46.341212	-72.545149	0	2023-06-09	20:09:17
137a0f8fa02c4da	46.363086	-72.526544	-807	2023-06-09	20:09:20
137a0f8fa02c4da	46.363080	-72.526550	-807	2023-06-09	20:09:20
137a0f8fa02c4da	46.363087	-72.526540	-807	2023-06-09	20:09:20
3cb18db3f33d518	46.347164	-72.544993	0	2023-06-09	20:09:22
d22c0b2a61c4281	46.416630	-72.733100	-1117	2023-06-09	20:09:22
b1448cf6a83a2ca	46.327330	-72.560850	-347	2023-06-09	20:09:23
7666e111eb53f51	46.357500	-72.587320	-1080	2023-06-09	20:09:25
d092fcd6aba6a88	46.341170	-72.545110	0	2023-06-09	20:09:29
137a0f8fa02c4da	46.363090	-72.526590	-818	2023-06-09	20:09:31
7a8c24b45df6314	46.349186	-72.551840	1606	2023-06-09	20:09:32
137a0f8fa02c4da	46.362990	-72.526596	-822	2023-06-09	20:09:35
137a0f8fa02c4da	46.362990	-72.526600	-827	2023-06-09	20:09:40
9b7c8128585fb40	46.378849	-72.621539	1487	2023-06-09	20:09:40
137a0f8fa02c4da	46.363090	-72.526590	-829	2023-06-09	20:09:42
4471dfd8ba069ff	46.345100	-72.547710	67	2023-06-09	20:09:42
f88c566f1e24412	46.339324	-72.551458	438	2023-06-09	20:09:43
085a6ac6917b3fe	46.369793	-72.557294	137	2023-06-09	20:09:44
fe7d9caa65aa413	46.311530	-72.692460	855	2023-06-09	20:09:47
4471dfd8ba069ff	46.345110	-72.547720	55	2023-06-09	20:09:54
085a6ac6917b3fe	46.369740	-72.557310	122	2023-06-09	20:09:59
fed42b432559df5	46.341053	-72.550910	0	2023-06-09	20:09:59
fed42b432559df5	46.341052	-72.550910	0	2023-06-09	20:09:59
fed42b432559df5	46.341050	-72.550910	0	2023-06-09	20:09:59
69f5f2c3c12997b	46.350250	-72.535080	0	2023-06-09	20:10:02
fe76fd21464070e	46.339880	-72.545500	0	2023-06-09	20:10:02
f7f859e13ced525	46.324400	-72.562368	-238	2023-06-09	20:10:05
085a6ac6917b3fe	46.360060	-72.556060	113	2023-06-09	20:10:08
49cee1d7599209c	46.343486	-72.541416	0	2023-06-09	20:10:09
7b60da3b48c491d	46.342377	-72.543486	0	2023-06-09	20:10:11
fed42b432559df5	46.341010	-72.550950	0	2023-06-09	20:10:12
a7b5bc86793449a	46.350334	-72.538521	0	2023-06-09	20:10:15
a7b5bc86793449a	46.350334	-72.538520	0	2023-06-09	20:10:15
a7b5bc86793449a	46.350330	-72.538530	0	2023-06-09	20:10:15
207deac5ca83e6e	46.340470	-72.538790	0	2023-06-09	20:10:16
207deac5ca83e6e	46.340470	-72.538800	0	2023-06-09	20:10:16
207deac5ca83e6e	46.340440	-72.538840	0	2023-06-09	20:10:16
fed42b432559df5	46.341080	-72.550870	0	2023-06-09	20:10:16
01f5669620394c3	46.340660	-72.540000	0	2023-06-09	20:10:18
4c936a1ee8c7fa9	46.339495	-72.551372	0	2023-06-09	20:10:18
a7b5bc86793449a	46.350340	-72.538520	0	2023-06-09	20:10:20
c9df3b3034b1d1b	46.357132	-72.587029	267	2023-06-09	20:10:20
fed42b432559df5	46.341020	-72.550960	0	2023-06-09	20:10:21
9b7c8128585fb40	46.380823	-72.628620	1442	2023-06-09	20:10:25
207deac5ca83e6e	46.340430	-72.538830	0	2023-06-09	20:10:26
207deac5ca83e6e	46.340480	-72.538800	0	2023-06-09	20:10:26
fed42b432559df5	46.341070	-72.550890	0	2023-06-09	20:10:26
f7f859e13ced525	46.325334	-72.562236	-260	2023-06-09	20:10:27
085a6ac6917b3fe	46.360095	-72.556050	91	2023-06-09	20:10:30
c9df3b3034b1d1b	46.356884	-72.586797	254	2023-06-09	20:10:33
c9df3b3034b1d1b	46.356682	-72.586518	250	2023-06-09	20:10:37
f3c8fce71240c25	46.346000	-72.546410	1473	2023-06-09	20:10:38
4471dfd8ba069ff	46.345140	-72.547710	10	2023-06-09	20:10:39
931f192516cbe5d	46.345718	-72.541802	0	2023-06-09	20:10:40
9b7c8128585fb40	46.380840	-72.628600	1426	2023-06-09	20:10:41
e36aecbd7eccc20	46.346753	-72.540757	0	2023-06-09	20:10:44
4471dfd8ba069ff	46.345130	-72.547720	0	2023-06-09	20:10:49
69f5f2c3c12997b	46.350260	-72.535070	0	2023-06-09	20:10:51
69f5f2c3c12997b	46.350266	-72.535070	0	2023-06-09	20:10:51
69f5f2c3c12997b	46.350266	-72.535069	0	2023-06-09	20:10:51
3c989597c5772c8	46.350676	-72.544216	0	2023-06-09	20:10:56
931f192516cbe5d	46.345680	-72.541840	0	2023-06-09	20:10:59
6a778fab861512d	46.343135	-72.545850	0	2023-06-09	20:11:00
7b60da3b48c491d	46.342326	-72.543453	0	2023-06-09	20:11:01
fe7d9caa65aa413	46.311530	-72.692460	781	2023-06-09	20:11:01
d23ce33c9e6bfd7	46.339740	-72.541230	0	2023-06-09	20:11:02
d23ce33c9e6bfd7	46.339730	-72.541310	0	2023-06-09	20:11:03
e72c217c5f07944	46.339280	-72.544810	0	2023-06-09	20:11:03
faac032cc2115c3	46.346750	-72.546180	0	2023-06-09	20:11:04
faac032cc2115c3	46.346750	-72.546190	0	2023-06-09	20:11:04
6f68214ed0b4982	46.341960	-72.540859	0	2023-06-09	20:11:04
c9df3b3034b1d1b	46.354126	-72.583127	220	2023-06-09	20:11:07
c65d6b61930cbd6	46.345550	-72.589460	658	2023-06-09	20:11:08
7b1fd7de85ac569	46.342197	-72.537147	0	2023-06-09	20:11:10
9b7c8128585fb40	46.383269	-72.636731	1397	2023-06-09	20:11:10
03035c5302c33d8	46.351824	-72.545309	0	2023-06-09	20:11:11
03035c5302c33d8	46.351820	-72.545310	0	2023-06-09	20:11:11
a7b5bc86793449a	46.350334	-72.538520	0	2023-06-09	20:11:16
c2253c6763149e8	46.342242	-72.542360	0	2023-06-09	20:11:17
faac032cc2115c3	46.346786	-72.546208	0	2023-06-09	20:11:17
faac032cc2115c3	46.346786	-72.546210	0	2023-06-09	20:11:17
4471dfd8ba069ff	46.345090	-72.547730	10	2023-06-09	20:11:19
102afb9783fd990	46.337356	-72.547902	0	2023-06-09	20:11:25
a7b5bc86793449a	46.350340	-72.538510	0	2023-06-09	20:11:26
931f192516cbe5d	46.348937	-72.545750	0	2023-06-09	20:11:26
102afb9783fd990	46.337356	-72.547902	0	2023-06-09	20:11:26
d086f0665c7e0a2	46.348756	-72.548869	0	2023-06-09	20:11:26
487f321a391ad5d	46.346540	-72.538910	0	2023-06-09	20:11:29
4471dfd8ba069ff	46.345090	-72.547740	0	2023-06-09	20:11:29
6ac6470c40d5837	46.347791	-72.535754	0	2023-06-09	20:11:29
137a0f8fa02c4da	46.363668	-72.529527	-939	2023-06-09	20:11:32
